symbol,timestamp,open,high,low,close,volume
SPY,2026-04-01T11:25:00-04:00,656.6700,656.9400,656.3300,656.3300,744043
SPY,2026-04-01T11:30:00-04:00,656.3300,656.6600,655.9300,656.5050,834219
SPY,2026-04-01T11:35:00-04:00,656.5100,657.3400,656.4700,657.0997,812488
SPY,2026-04-01T11:40:00-04:00,657.0900,657.2800,656.6700,657.2100,484886
SPY,2026-04-01T11:45:00-04:00,657.2200,657.4800,657.0200,657.2100,569006
SPY,2026-04-01T11:50:00-04:00,657.2100,657.6100,657.0500,657.5000,512289
SPY,2026-04-01T11:55:00-04:00,657.4950,658.0950,657.4700,657.8200,1194926
SPY,2026-04-01T12:00:00-04:00,657.8150,658.0000,657.6000,657.9000,610841
SPY,2026-04-01T12:05:00-04:00,657.9100,658.0896,657.6700,657.9750,501351
SPY,2026-04-01T12:10:00-04:00,657.9900,658.0150,657.4400,657.5600,894945
SPY,2026-04-01T12:15:00-04:00,657.5700,657.9200,657.4000,657.8250,607750
SPY,2026-04-01T12:20:00-04:00,657.8300,657.8300,657.4100,657.4200,594176
SPY,2026-04-01T12:25:00-04:00,657.4300,657.5800,657.1200,657.1750,687313
SPY,2026-04-01T12:30:00-04:00,657.1850,657.4400,656.8400,657.4300,913747
SPY,2026-04-01T12:35:00-04:00,657.4300,657.7400,657.4300,657.5900,474282
SPY,2026-04-01T12:40:00-04:00,657.5800,657.9200,657.5350,657.8700,473305
SPY,2026-04-01T12:45:00-04:00,657.8700,657.9300,657.5850,657.7500,432545
SPY,2026-04-01T12:50:00-04:00,657.7400,657.9300,657.6900,657.8500,376494
SPY,2026-04-01T12:55:00-04:00,657.8400,657.9700,657.6700,657.8100,397503
SPY,2026-04-01T13:00:00-04:00,657.8200,658.3800,657.7001,658.3100,1482147
SPY,2026-04-01T13:05:00-04:00,658.3000,658.4950,658.2199,658.3200,489305
SPY,2026-04-01T13:10:00-04:00,658.3200,658.4850,658.2105,658.3550,345535
SPY,2026-04-01T13:15:00-04:00,658.3600,658.4300,658.1400,658.3250,465458
SPY,2026-04-01T13:20:00-04:00,658.3300,658.5200,658.2250,658.4450,440023
SPY,2026-04-01T13:25:00-04:00,658.4500,658.4600,658.2400,658.3000,440384
SPY,2026-04-01T13:30:00-04:00,658.3100,658.4400,657.9000,657.9350,542455
SPY,2026-04-01T13:35:00-04:00,657.9400,658.2300,657.7999,658.0800,550298
SPY,2026-04-01T13:40:00-04:00,658.0800,658.2500,657.7300,657.9000,423899
SPY,2026-04-01T13:45:00-04:00,657.9000,658.0270,657.5250,657.6250,546837
SPY,2026-04-01T13:50:00-04:00,657.6300,657.7950,657.4300,657.5500,541905
SPY,2026-04-01T13:55:00-04:00,657.5500,657.6450,656.7700,656.7900,1032720
SPY,2026-04-01T14:00:00-04:00,656.7900,656.9400,655.6550,655.9600,1750532
SPY,2026-04-01T14:05:00-04:00,655.9500,656.4000,655.8500,656.1098,934794
SPY,2026-04-01T14:10:00-04:00,656.1000,656.3900,655.8800,655.9050,1005832
SPY,2026-04-01T14:15:00-04:00,655.9000,655.9000,654.5400,654.9750,1366746
SPY,2026-04-01T14:20:00-04:00,654.9800,655.2300,653.9100,654.1300,1328568
SPY,2026-04-01T14:25:00-04:00,654.1300,654.8000,653.8300,654.2300,1289684
SPY,2026-04-01T14:30:00-04:00,654.2250,654.5400,653.9000,654.0050,1114150
SPY,2026-04-01T14:35:00-04:00,654.0100,654.7700,653.6670,654.4600,1436769
SPY,2026-04-01T14:40:00-04:00,654.4500,655.5000,654.4300,654.8600,1276264
SPY,2026-04-01T14:45:00-04:00,654.8600,654.9800,654.2900,654.6450,1596761
SPY,2026-04-01T14:50:00-04:00,654.6500,654.7900,654.1600,654.5700,725423
SPY,2026-04-01T14:55:00-04:00,654.5600,654.6000,654.1300,654.4100,676012
SPY,2026-04-01T15:00:00-04:00,654.3900,655.0900,654.2550,654.8100,920526
SPY,2026-04-01T15:05:00-04:00,654.8000,655.3643,654.7950,655.1700,888493
SPY,2026-04-01T15:10:00-04:00,655.1700,655.2800,654.8200,655.1900,729791
SPY,2026-04-01T15:15:00-04:00,655.1900,655.6300,654.9700,655.5650,840451
SPY,2026-04-01T15:20:00-04:00,655.5700,655.7900,655.2800,655.6950,835720
SPY,2026-04-01T15:25:00-04:00,655.6950,656.3401,655.6700,656.1000,1217784
SPY,2026-04-01T15:30:00-04:00,656.1000,656.3500,655.6600,656.0200,1337082
SPY,2026-04-01T15:35:00-04:00,656.0500,656.3800,655.7400,656.2100,1966527
SPY,2026-04-01T15:40:00-04:00,656.2200,656.7500,656.1150,656.1550,1064024
SPY,2026-04-01T15:45:00-04:00,656.1500,656.3400,655.8699,655.9800,2093720
SPY,2026-04-01T15:50:00-04:00,656.0000,656.1200,655.0300,655.2600,2705269
SPY,2026-04-01T15:55:00-04:00,655.2500,655.5100,654.7200,655.1800,4245666
SPY,2026-04-02T09:30:00-04:00,646.4200,647.4700,646.2900,647.0946,4335174
SPY,2026-04-02T09:35:00-04:00,647.1200,647.1350,645.3200,645.3500,1337215
SPY,2026-04-02T09:40:00-04:00,645.3500,646.4600,645.1100,645.6900,1063395
SPY,2026-04-02T09:45:00-04:00,645.7100,647.4000,645.4300,647.0400,1090083
SPY,2026-04-02T09:50:00-04:00,647.0500,648.9300,646.8900,648.6300,1175061
SPY,2026-04-02T09:55:00-04:00,648.6300,649.8900,648.3400,649.6300,1184002
SPY,2026-04-02T10:00:00-04:00,649.6450,650.0982,648.7800,649.0400,1473231
SPY,2026-04-02T10:05:00-04:00,649.0200,650.5200,648.5500,649.8400,1279942
SPY,2026-04-02T10:10:00-04:00,649.8300,650.4600,649.4201,649.6400,878001
SPY,2026-04-02T10:15:00-04:00,649.6200,650.7700,649.5208,650.3000,980066
SPY,2026-04-02T10:20:00-04:00,650.2900,651.1000,650.2300,650.7100,948739
SPY,2026-04-02T10:25:00-04:00,650.7200,650.7800,650.0100,650.3400,751131
SPY,2026-04-02T10:30:00-04:00,650.3500,652.3800,650.1000,652.2000,974111
SPY,2026-04-02T10:35:00-04:00,652.2100,658.2000,652.1700,656.4500,4539504
SPY,2026-04-02T10:40:00-04:00,656.4100,656.6100,654.3300,656.0500,1865682
SPY,2026-04-02T10:45:00-04:00,656.0400,656.2900,654.0700,654.1200,1272764
SPY,2026-04-02T10:50:00-04:00,654.1300,654.9700,653.3700,654.7050,1064986
SPY,2026-04-02T10:55:00-04:00,654.6900,656.0000,654.6000,655.3900,735858
SPY,2026-04-02T11:00:00-04:00,655.3900,655.4800,653.8200,655.0100,1022709
